index,id,crawl_id,visit_id,change,creationTime,expiry,is_http_only,is_session,last_accessed,raw_host,expires,host,is_domain,is_secure,name,path,policy,status,value
0,1,1,1,added,2020-11-29 09:39:23,2020-11-29 09:49:23,0,0,2020-11-29 09:39:23,www.accuweather.com,1606661363,www.accuweather.com,0,0,awx_session_essential,/,0,0,%7B%22partner%22%3Anull%2C%22featuredIndex%22%3A%7B%22lifestyle%22%3A%22allergies%22%2C%22localizedLifestyle%22%3A%22Allergies%22%2C%22category%22%3A%22Low%22%2C%22categoryColor%22%3Anull%2C%22isStatusRed%22%3Afalse%7D%7D
1,2,1,1,added,2020-11-29 09:39:23,2020-11-29 10:39:23,1,0,2020-11-29 09:39:23,accuweather.com,1606664363,.accuweather.com,1,1,AKA_A2,/,0,0,A
2,3,1,1,added,2020-11-29 09:39:23,2020-11-29 11:39:23,1,0,2020-11-29 09:39:23,accuweather.com,1606667963,.accuweather.com,1,0,ak_bmsc,/,0,0,00E3C5461134AD2A9AA2469361FA66E317DC6075313C00009BB2C35F5D42BD59~plTIcQ7i3sPfDAy5FBwlr8G7vz9oXQUOWe9YDLYfh/1ILKuEEl+AkNYsH33d0FR8e8xO9WUcpIEk35z5kGh0pcJRGxStTisPvVRGew3ZeQIB6Qnq60lacvZ7T2jdVXMg3jwuRL+/UqM0lE9tfzXUgFVsfrUD4rNp3BleN0uPgA0QSZ4AEFUnBKFOJQBe2LVNBG8ah+qCTTQqQ+PmuLB/UdU+cQj/YlEq0MKpoIneHwqtY=
3,4,1,1,changed,2020-11-29 09:39:23,2020-11-29 11:39:24,1,0,2020-11-29 09:39:24,accuweather.com,1606667964,.accuweather.com,1,0,ak_bmsc,/,0,0,00E3C5461134AD2A9AA2469361FA66E317DC6075313C00009BB2C35F5D42BD59~pls0uM9gLElungRa+M/SV1XnPCHPk6cuUteSQiBk1+H0A6QVdq0anbzM/pRdjkIeBr2elzoiaCEeqYms4riaNwUqyWM2XYTDzx5WHcZXLC5ONRjp18utT6hsiv29pP2PrEO9p1K8sZ8rMoNqYnKQAafAOOckCZjYbPIG9vOtyVFLyVdrHeuDvTWo8G2/FBMs9BJuVwmTgxfTQddS61DjZV3pZMjNBGlSsonhxyZJ8HlgOYNM6AXEPIEeVy8vtv9ZpD4odY6MUvCjHnTCUTjsUY/5qbYpbcXTGnZh2hQfJxAWEFvVm/edccio7kly6lLtec/e2JyKWJvCysWO96CiCfPA==
4,5,1,1,added,2020-11-29 09:39:24,2020-11-29 09:54:23,0,0,2020-11-29 09:39:24,doubleclick.net,1606661663,.doubleclick.net,1,1,test_cookie,/,0,0,CheckForPermission
5,6,1,1,added,2020-11-29 09:39:24,2021-11-29 09:39:24,0,0,2020-11-29 09:39:24,www.accuweather.com,1638196764,www.accuweather.com,0,0,_pubcid,/,0,0,b4058a48-7d46-4def-8318-f3ec948ec51f
6,7,1,1,added,2020-11-29 09:39:24,2021-12-29 09:39:24,0,0,2020-11-29 09:39:24,www.accuweather.com,1640788764,www.accuweather.com,0,0,_cb_ls,/,0,0,1
7,8,1,1,added,2020-11-29 09:39:24,2021-12-29 09:39:24,0,0,2020-11-29 09:39:24,www.accuweather.com,1640788764,www.accuweather.com,0,0,_cb,/,0,0,BuQxo5C72JK7DnwRAe
8,9,1,1,added,2020-11-29 09:39:24,2021-12-29 09:39:24,0,0,2020-11-29 09:39:24,www.accuweather.com,1640788764,www.accuweather.com,0,0,_chartbeat2,/,0,0,.1606660764938.1606660764938.1.DeSB9qBHtYd1VbhS4Dz4xewBBLf1l.1
9,10,1,1,added,2020-11-29 09:39:24,2020-11-29 10:09:24,0,0,2020-11-29 09:39:24,www.accuweather.com,1606662564,www.accuweather.com,0,0,_cb_svref,/,0,0,null
