index,id,crawl_id,visit_id,old_channel_id,new_channel_id,is_temporary,is_permanent,is_internal,is_sts_upgrade,time_stamp
0,1,1,1,{97e6cf15-a8ba-41e0-9158-01d4a3f56c50},{c3cbeb38-26a8-4413-8e8f-c69ae7dc1512},1,0,0,0,2020-11-29T14:39:25.442Z
1,2,1,1,{e039efdf-cf31-4199-a933-369295cffbac},{442da6b4-7f1b-4348-ba56-785efd7245e6},1,0,0,0,2020-11-29T14:39:25.442Z
2,3,1,1,{d362f88f-c787-43fb-8a56-67b88244b457},{625a52d6-463c-42c2-b9bf-fec07ce012aa},1,0,0,0,2020-11-29T14:39:25.444Z
3,4,1,1,{513b8eaf-cd04-4c30-bf4f-8feddd46c07f},{b49d1921-decb-4e6d-b635-9dab43927954},1,0,0,0,2020-11-29T14:39:25.444Z
4,5,1,1,{eb16eb67-9ff4-472d-9200-4c101531ea83},{abeb2347-c879-4d57-921d-2571e8328fdb},1,0,0,0,2020-11-29T14:39:25.444Z
5,6,1,1,{17c35312-e0f8-4842-a848-ed2e0b5d06f0},{53830e14-2443-4cb3-bec3-e99e36210c68},1,0,0,0,2020-11-29T14:39:25.444Z
6,7,1,1,{e4c1cc9c-2d4f-4ab6-91cb-08878e49ba44},{eaf30b3d-39c7-4eac-b486-6eed404098a9},1,0,0,0,2020-11-29T14:39:25.446Z
7,8,1,1,{064ab3cd-7404-4d64-890f-f46564ac986e},{16696b6c-f293-4e0b-802e-0e23d591b387},1,0,0,0,2020-11-29T14:39:25.446Z
8,9,1,1,{63d33618-1c12-47ee-97a1-7d9c8d3b6dcb},{f732c3d8-50aa-4a3b-b245-22692c48fc7f},1,0,0,0,2020-11-29T14:39:25.680Z
9,10,1,1,{a943cbc5-ebae-4043-aa79-9eefb5b3e647},{73b55d99-e76b-462a-b4f0-9a0790905812},1,0,0,0,2020-11-29T14:39:25.680Z
10,11,1,1,{319e516c-5e6a-4cbb-8dc4-a545ebd5d77a},{a4719ccb-db9e-4c65-a77e-693067887a9b},1,0,0,0,2020-11-29T14:39:25.680Z
11,12,1,1,{dc00c965-3da5-4be9-a619-a4cce7125662},{9ea909ce-1a3f-45a9-bc0a-34dbe36183d5},1,0,0,0,2020-11-29T14:39:25.792Z
12,13,1,1,{e4bec3d9-cfd4-4185-a8b3-7ca3b1cff83f},{7d86f089-38bf-4948-a0b3-26fb6d5a40d9},1,0,0,0,2020-11-29T14:39:25.792Z
13,14,1,1,{034ee767-0602-41d5-863d-b9c684c417f7},{39fe8fc5-b1f7-487d-942a-3c26b760e2e5},1,0,0,0,2020-11-29T14:39:25.792Z
14,15,1,1,{b828bdc6-2e75-481c-bc51-b2a1928e80b3},{8b798b0e-2e9c-49ca-9cab-dc962e75abe3},0,1,0,0,2020-11-29T14:39:26.846Z
15,16,1,1,{1413efa2-50cf-4e67-b52a-e904b7a7adaf},{9a0a96bd-57d1-4dea-96da-5b4c44752c68},1,0,0,0,2020-11-29T14:39:26.846Z
16,17,1,1,{d613b4a5-0391-4322-9b87-b89bc483565a},{74db6707-9d4b-4bff-a09f-5a35c312f1f0},1,0,0,0,2020-11-29T14:39:27.922Z
17,18,1,1,{20b7bb3f-4803-4a95-abb1-7c57a5b81576},{77c3c638-a678-47ea-9992-4dc36ec5a203},1,0,0,0,2020-11-29T14:39:28.938Z
18,19,1,1,{d3fc0952-adbe-4cbf-a38e-3a14b09bf9e5},{53438412-e944-4b5e-af1d-cac30bfbb0de},1,0,0,0,2020-11-29T14:39:29.760Z
19,20,1,1,{10a92d0a-ca7d-412b-874a-a545aa8c7f1c},{5987d1ea-460b-4728-a2c1-f06b6b96a893},1,0,0,0,2020-11-29T14:39:29.760Z
20,21,1,1,{5e96873a-f578-490b-bd2a-4d87c2c14396},{8a10c0fc-ae58-4e34-8124-b8b34c491a9f},1,0,0,0,2020-11-29T14:39:29.776Z
21,22,1,1,{6c24eb57-ca49-47fe-af04-7958883478ad},{20afd6b7-953a-4647-b98f-4ec6553f4017},1,0,0,0,2020-11-29T14:39:29.882Z
22,23,1,1,{4fc131d8-2114-40eb-a0fc-ea65619f86ae},{4e5d0aa6-a1f8-48be-82a6-e3f62a1c8456},1,0,0,0,2020-11-29T14:39:29.896Z
23,24,1,1,{fd85d43a-8f61-41f2-809e-3ac81be2e2ac},{f6a1c474-aa6d-4862-964a-81e3ae4fa4d4},1,0,0,0,2020-11-29T14:39:29.912Z
24,25,1,1,{4a95104e-7265-4ed7-a411-8b626b275912},{6e8454c7-54a3-4d57-9897-6c0e8cd234f8},1,0,0,0,2020-11-29T14:39:29.912Z
25,26,1,1,{f6a1c474-aa6d-4862-964a-81e3ae4fa4d4},{88497f72-4593-4c82-ada7-9dcaac4bf9ce},1,0,0,0,2020-11-29T14:39:30.062Z
26,27,1,1,{f6a1c474-aa6d-4862-964a-81e3ae4fa4d4},{88497f72-4593-4c82-ada7-9dcaac4bf9ce},1,0,0,0,2020-11-29T14:39:30.062Z
27,28,1,1,{88497f72-4593-4c82-ada7-9dcaac4bf9ce},{63f45246-a922-4fee-9d8e-882df2706f44},1,0,0,0,2020-11-29T14:39:30.106Z
28,29,1,1,{88497f72-4593-4c82-ada7-9dcaac4bf9ce},{63f45246-a922-4fee-9d8e-882df2706f44},1,0,0,0,2020-11-29T14:39:30.108Z
29,30,1,1,{88497f72-4593-4c82-ada7-9dcaac4bf9ce},{63f45246-a922-4fee-9d8e-882df2706f44},1,0,0,0,2020-11-29T14:39:30.108Z
