index,crawl_id,task_id,browser_params,start_time
0,1,1,"{""save_all_content"": false, ""Sites"": [""http://www.xvideos.com"", ""http://www.chaturbate.com"", ""http://www.xnxx.com"", ""http://www.youporn.com"", ""http://www.livejasmin.com""], ""Intent_Sites"": [], ""storage_file"": ""storage.js"", ""Persona_Numb"": 8, ""js_instrument"": false, ""cookie_instrument"": true, ""disconnect"": false, ""headless"": true, ""https-everywhere"": false, ""Manager_Config_Def"": ""default_manager_params.json"", ""ghostery"": false, ""http_instrument"": true, ""Intent"": ""NoIntent"", ""prefs"": {}, ""Persona_Path"": ""data/personas"", ""donottrack"": false, ""save_javascript"": false, ""profile_archive_dir"": ""data/20_50/adult_5_8"", ""random_attributes"": false, ""Browser_Config_Def"": ""default_browser_params.json"", ""ublock-origin"": false, ""extension_enabled"": true, ""adblock-plus"": false, ""Manager_Config"": ""config/20_50/Adult/5_Adult_manager_params_8.json"", ""tracking-protection"": false, ""Storage_File"": ""storage.js"", ""disable_flash"": false, ""Browser_Config"": ""config/20_50/Adult/5_Adult_browser_params_8.json"", ""profile_tar"": ""data/20_50/adult_5_8"", ""Number_of_Browsers"": 1, ""Ad_Sites"": [""https://www.accuweather.com""], ""Persona_Name"": ""Adult.json"", ""bot_mitigation"": true, ""crawl_id"": 1, ""tp_cookies"": ""always"", ""browser"": ""firefox""}",2020-11-29 14:39:22
