index,task_id,start_time,manager_params,openwpm_version,browser_version
0,1,2020-11-29 14:21:19,"{""testing"": false, ""logger_address"": [""127.0.0.1"", 57079], ""source_dump_path"": ""/home/data/maaz/Ads/20v50/data/20_50/games_5_3/sources"", ""log_directory"": ""/home/data/maaz/Ads/20v50/data/20_50/games_5_3"", ""output_format"": ""local"", ""failure_limit"": null, ""aggregator_address"": [""127.0.0.1"", 39261], ""screenshot_path"": ""/home/data/maaz/Ads/20v50/data/20_50/games_5_3/screenshots"", ""data_directory"": ""/home/data/maaz/Ads/20v50/data/20_50/games_5_3"", ""num_browsers"": 1, ""log_file"": ""/home/data/maaz/Ads/20v50/data/20_50/games_5_3/openwpm.log"", ""database_name"": ""/home/data/maaz/Ads/20v50/data/20_50/games_5_3/2_crawl-data.sqlite""}",44dd020,52.9.0
