index,id,crawl_id,visit_id,old_channel_id,new_channel_id,is_temporary,is_permanent,is_internal,is_sts_upgrade,time_stamp
0,1,1,1,{891dbcee-b9e9-4821-8573-e67a0a95f9a6},{dacab371-d27e-49fc-b950-6a6a4f907aa2},1,0,0,0,2020-11-29T14:30:14.544Z
1,2,1,1,{5d79a7bc-9b4f-4488-bd8a-938d09202353},{2eb4678c-267f-42c1-b0e0-5222d39a71e2},1,0,0,0,2020-11-29T14:30:14.544Z
2,3,1,1,{a002cab1-431c-4d7d-9003-427a963c36df},{ce0727fb-8dcb-42de-95e5-f32c3dfd5549},1,0,0,0,2020-11-29T14:30:14.568Z
3,4,1,1,{20b71c5a-6cb8-4168-a979-5bd138f3a312},{c7ba6dc2-b7da-4776-9d8b-3662580272fe},1,0,0,0,2020-11-29T14:30:14.570Z
4,5,1,1,{39d11a32-733f-4d98-9e08-d42325de1578},{ca0e5e1c-3cb5-42d9-9118-68871a20a728},1,0,0,0,2020-11-29T14:30:14.620Z
5,6,1,1,{a4519370-d7a9-4276-91a9-2c229ca15c93},{a64b40ba-5b87-4256-b27b-63bb87da7d29},1,0,0,0,2020-11-29T14:30:14.620Z
6,7,1,1,{bc70d9f6-2760-4a76-89b5-32d87b03cfe6},{5ff6a05e-bf9a-4071-a3b6-91a1d48d228e},1,0,0,0,2020-11-29T14:30:14.624Z
7,8,1,1,{29724a08-1103-4951-9675-9b641ebafc09},{f21c395a-8d54-445e-a2f4-ba6586ac45bc},1,0,0,0,2020-11-29T14:30:17.096Z
