index,id,crawl_id,visit_id,old_channel_id,new_channel_id,is_temporary,is_permanent,is_internal,is_sts_upgrade,time_stamp
0,1,1,1,{6372f921-2528-4354-b01b-31577d3dffe1},{a4fb10ab-dc0b-442d-bce3-214ead48bb5a},1,0,0,0,2020-11-29T14:30:42.478Z
1,2,1,1,{d6121e63-6e8a-4c14-a7bf-b11d7ebbe9ba},{be4d4aa2-d1c2-4d23-88ff-223961388b70},1,0,0,0,2020-11-29T14:30:42.546Z
2,3,1,1,{58ac5c2e-5bd2-4ff4-839f-e9b0e94d6382},{a7da4a00-0e82-4c91-97ae-06fed5c84eda},1,0,0,0,2020-11-29T14:30:42.554Z
3,4,1,1,{e996fea0-ce53-471d-8cd4-74ee0e4d7b08},{9d2a7804-dc2b-44a8-9ba1-9cf6e9fe841a},1,0,0,0,2020-11-29T14:30:42.556Z
4,5,1,1,{0bfb8c15-5dca-462d-a5c0-146d541dc0d5},{c750e95a-c48f-4a37-abb7-4187d1a44037},1,0,0,0,2020-11-29T14:30:42.566Z
5,6,1,1,{31b3d1f6-3a4d-4f09-9589-1904d0b51359},{1357419b-7b3d-4ff2-98be-be9f1360b453},1,0,0,0,2020-11-29T14:30:42.594Z
6,7,1,1,{a0e77837-56c4-4935-9815-0a5b5876ba2e},{8567d952-4aea-4204-82df-36b606c8fa4e},1,0,0,0,2020-11-29T14:30:44.502Z
7,8,1,1,{c7cbc1ac-540b-4a85-96d2-755622e2f265},{5f2096a3-bc64-44eb-b2bc-a54fa40dddf4},1,0,0,0,2020-11-29T14:30:45.330Z
8,9,1,1,{92ec77dd-a936-4520-b147-1cecabaa5019},{ba1ae9af-d4fc-4976-a49b-c94731aec7ac},1,0,0,0,2020-11-29T14:30:45.330Z
9,10,1,1,{1ffecc96-6233-43a6-a477-5d66d9349cd0},{71f3e5b3-47b4-4754-9063-2afad6cb6381},1,0,0,0,2020-11-29T14:30:45.330Z
10,11,1,1,{517c29f3-6a49-4fa8-a2a1-bc6f64f9cfa3},{5c57c3be-9a6d-4ca6-9a7b-3d8f8977e568},1,0,0,0,2020-11-29T14:30:45.396Z
11,12,1,1,{97025f73-5a28-4124-9c84-cb73ab545721},{2274bd5a-eb62-4bd8-b5b8-4502cb1c3f98},1,0,0,0,2020-11-29T14:30:45.434Z
12,13,1,1,{82f7ef16-b94a-4fec-ac77-b1f23587b418},{6e231e11-5fb3-4ef7-b1fc-12d62b59af9b},1,0,0,0,2020-11-29T14:30:45.454Z
13,14,1,1,{7e7d01ad-a808-400f-8d50-4e74fb4f93fa},{da8181f0-ca42-4956-a366-3be6760c1287},1,0,0,0,2020-11-29T14:30:45.456Z
14,15,1,1,{da8181f0-ca42-4956-a366-3be6760c1287},{29ff7c12-05f2-4bf9-b367-a3cf8c1c00cf},1,0,0,0,2020-11-29T14:30:45.620Z
15,16,1,1,{da8181f0-ca42-4956-a366-3be6760c1287},{29ff7c12-05f2-4bf9-b367-a3cf8c1c00cf},1,0,0,0,2020-11-29T14:30:45.620Z
16,17,1,1,{29ff7c12-05f2-4bf9-b367-a3cf8c1c00cf},{4aca7ce8-57e0-452b-b18e-39a5c61de7b4},1,0,0,0,2020-11-29T14:30:45.654Z
17,18,1,1,{29ff7c12-05f2-4bf9-b367-a3cf8c1c00cf},{4aca7ce8-57e0-452b-b18e-39a5c61de7b4},1,0,0,0,2020-11-29T14:30:45.656Z
18,19,1,1,{29ff7c12-05f2-4bf9-b367-a3cf8c1c00cf},{4aca7ce8-57e0-452b-b18e-39a5c61de7b4},1,0,0,0,2020-11-29T14:30:45.656Z
