index,task_id,start_time,manager_params,openwpm_version,browser_version
0,1,2020-11-29 14:30:40,"{""testing"": false, ""logger_address"": [""127.0.0.1"", 57741], ""source_dump_path"": ""/home/data/maaz/Ads/20v50/data/20_50/adult_5_6/sources"", ""log_directory"": ""/home/data/maaz/Ads/20v50/data/20_50/adult_5_6"", ""output_format"": ""local"", ""failure_limit"": null, ""aggregator_address"": [""127.0.0.1"", 53397], ""screenshot_path"": ""/home/data/maaz/Ads/20v50/data/20_50/adult_5_6/screenshots"", ""data_directory"": ""/home/data/maaz/Ads/20v50/data/20_50/adult_5_6"", ""num_browsers"": 1, ""log_file"": ""/home/data/maaz/Ads/20v50/data/20_50/adult_5_6/openwpm.log"", ""database_name"": ""/home/data/maaz/Ads/20v50/data/20_50/adult_5_6/2_crawl-data.sqlite""}",44dd020,52.9.0
