index,id,crawl_id,visit_id,old_channel_id,new_channel_id,is_temporary,is_permanent,is_internal,is_sts_upgrade,time_stamp
99,100,1,1,{7734784b-110b-4317-b94e-fca5807890e1},{f474643a-919e-40a5-ba74-c200f5fb9c16},1,0,0,0,2020-11-29T14:48:14.308Z
100,101,1,1,{4dc18f6c-4d58-47a7-b419-2c4e957ff2d4},{2eb4ce7a-ac49-4a9c-865e-8fb5b910a95b},1,0,0,0,2020-11-29T14:48:14.460Z
101,102,1,1,{4dc18f6c-4d58-47a7-b419-2c4e957ff2d4},{2eb4ce7a-ac49-4a9c-865e-8fb5b910a95b},1,0,0,0,2020-11-29T14:48:14.460Z
102,103,1,1,{4dc18f6c-4d58-47a7-b419-2c4e957ff2d4},{2eb4ce7a-ac49-4a9c-865e-8fb5b910a95b},1,0,0,0,2020-11-29T14:48:14.460Z
103,104,1,1,{4dc18f6c-4d58-47a7-b419-2c4e957ff2d4},{2eb4ce7a-ac49-4a9c-865e-8fb5b910a95b},1,0,0,0,2020-11-29T14:48:14.460Z
104,105,1,1,{3092ae2f-0929-4885-be56-406325fe0b3f},{5c3f3fa0-264f-4085-b0ec-6b95411cd170},1,0,0,0,2020-11-29T14:48:14.570Z
105,106,1,1,{3092ae2f-0929-4885-be56-406325fe0b3f},{5c3f3fa0-264f-4085-b0ec-6b95411cd170},1,0,0,0,2020-11-29T14:48:14.570Z
106,107,1,1,{3092ae2f-0929-4885-be56-406325fe0b3f},{5c3f3fa0-264f-4085-b0ec-6b95411cd170},1,0,0,0,2020-11-29T14:48:14.570Z
107,108,1,1,{3092ae2f-0929-4885-be56-406325fe0b3f},{5c3f3fa0-264f-4085-b0ec-6b95411cd170},1,0,0,0,2020-11-29T14:48:14.570Z
108,109,1,1,{3092ae2f-0929-4885-be56-406325fe0b3f},{5c3f3fa0-264f-4085-b0ec-6b95411cd170},1,0,0,0,2020-11-29T14:48:14.570Z
109,110,1,1,{2eb4ce7a-ac49-4a9c-865e-8fb5b910a95b},{de48a07c-18f1-433b-8fe2-46c9291d681c},1,0,0,0,2020-11-29T14:48:14.824Z
110,111,1,1,{2eb4ce7a-ac49-4a9c-865e-8fb5b910a95b},{de48a07c-18f1-433b-8fe2-46c9291d681c},1,0,0,0,2020-11-29T14:48:14.824Z
111,112,1,1,{2eb4ce7a-ac49-4a9c-865e-8fb5b910a95b},{de48a07c-18f1-433b-8fe2-46c9291d681c},1,0,0,0,2020-11-29T14:48:14.824Z
112,113,1,1,{2eb4ce7a-ac49-4a9c-865e-8fb5b910a95b},{de48a07c-18f1-433b-8fe2-46c9291d681c},1,0,0,0,2020-11-29T14:48:14.824Z
113,114,1,1,{2eb4ce7a-ac49-4a9c-865e-8fb5b910a95b},{de48a07c-18f1-433b-8fe2-46c9291d681c},1,0,0,0,2020-11-29T14:48:14.824Z
114,115,1,1,{5f3256e2-eba4-4147-97c9-d6607d8b4087},{963d3d7a-ed72-45a1-b4d6-b5cf46f94053},1,0,0,0,2020-11-29T14:48:14.836Z
115,116,1,1,{5f3256e2-eba4-4147-97c9-d6607d8b4087},{963d3d7a-ed72-45a1-b4d6-b5cf46f94053},1,0,0,0,2020-11-29T14:48:14.836Z
116,117,1,1,{f4530844-57f7-4c71-bfc5-86271f7c286f},{20fdf667-c55a-419f-9a35-6e0774032786},1,0,0,0,2020-11-29T14:48:14.836Z
117,118,1,1,{f4530844-57f7-4c71-bfc5-86271f7c286f},{20fdf667-c55a-419f-9a35-6e0774032786},1,0,0,0,2020-11-29T14:48:14.836Z
118,119,1,1,{f52689b2-dd51-48a3-89e1-5398de1f29fd},{31a486bf-bc88-407b-b2a5-af63be26ba98},1,0,0,0,2020-11-29T14:48:14.838Z
119,120,1,1,{f52689b2-dd51-48a3-89e1-5398de1f29fd},{31a486bf-bc88-407b-b2a5-af63be26ba98},1,0,0,0,2020-11-29T14:48:14.838Z
120,121,1,1,{7cede29c-f471-40c0-ac9e-a2756a74181b},{bad42e47-89f7-4244-9de8-33c890ad598a},1,0,0,0,2020-11-29T14:48:14.838Z
