index,crawl_id,task_id,browser_params,start_time
0,1,1,"{""save_all_content"": false, ""Sites"": [], ""Intent_Sites"": [], ""storage_file"": ""storage.js"", ""Persona_Numb"": 6, ""js_instrument"": false, ""cookie_instrument"": true, ""disconnect"": false, ""headless"": true, ""https-everywhere"": false, ""Manager_Config_Def"": ""default_manager_params.json"", ""ghostery"": false, ""http_instrument"": true, ""Intent"": ""NoIntent"", ""prefs"": {}, ""Persona_Path"": ""data/personas"", ""donottrack"": false, ""save_javascript"": false, ""profile_archive_dir"": ""data/20_50/control_5_6"", ""random_attributes"": false, ""Browser_Config_Def"": ""default_browser_params.json"", ""ublock-origin"": false, ""extension_enabled"": true, ""adblock-plus"": false, ""Manager_Config"": ""config/20_50/Control/5_Control_manager_params_6.json"", ""tracking-protection"": false, ""Storage_File"": ""storage.js"", ""disable_flash"": false, ""Browser_Config"": ""config/20_50/Control/5_Control_browser_params_6.json"", ""profile_tar"": null, ""Number_of_Browsers"": 1, ""Ad_Sites"": [""https://www.accuweather.com""], ""Persona_Name"": ""Control.json"", ""bot_mitigation"": true, ""crawl_id"": 1, ""tp_cookies"": ""always"", ""browser"": ""firefox""}",2020-11-29 14:30:11
