index,task_id,start_time,manager_params,openwpm_version,browser_version
0,1,2020-11-29 14:48:05,"{""testing"": false, ""logger_address"": [""127.0.0.1"", 43579], ""source_dump_path"": ""/home/data/maaz/Ads/20v50/data/20_50/sports_5_9/sources"", ""log_directory"": ""/home/data/maaz/Ads/20v50/data/20_50/sports_5_9"", ""output_format"": ""local"", ""failure_limit"": null, ""aggregator_address"": [""127.0.0.1"", 43515], ""screenshot_path"": ""/home/data/maaz/Ads/20v50/data/20_50/sports_5_9/screenshots"", ""data_directory"": ""/home/data/maaz/Ads/20v50/data/20_50/sports_5_9"", ""num_browsers"": 1, ""log_file"": ""/home/data/maaz/Ads/20v50/data/20_50/sports_5_9/openwpm.log"", ""database_name"": ""/home/data/maaz/Ads/20v50/data/20_50/sports_5_9/2_crawl-data.sqlite""}",44dd020,52.9.0
