index,crawl_id,task_id,browser_params,start_time
0,1,1,"{""save_all_content"": false, ""Sites"": [""http://www.espn.com"", ""http://www.strava.com"", ""http://www.bleacherreport.com"", ""http://www.sports.yahoo.com"", ""http://www.goal.com""], ""Intent_Sites"": [], ""storage_file"": ""storage.js"", ""Persona_Numb"": 9, ""js_instrument"": false, ""cookie_instrument"": true, ""disconnect"": false, ""headless"": true, ""https-everywhere"": false, ""Manager_Config_Def"": ""default_manager_params.json"", ""ghostery"": false, ""http_instrument"": true, ""Intent"": ""NoIntent"", ""prefs"": {}, ""Persona_Path"": ""data/personas"", ""donottrack"": false, ""save_javascript"": false, ""profile_archive_dir"": ""data/20_50/sports_5_9"", ""random_attributes"": false, ""Browser_Config_Def"": ""default_browser_params.json"", ""ublock-origin"": false, ""extension_enabled"": true, ""adblock-plus"": false, ""Manager_Config"": ""config/20_50/Sports/5_Sports_manager_params_9.json"", ""tracking-protection"": false, ""Storage_File"": ""storage.js"", ""disable_flash"": false, ""Browser_Config"": ""config/20_50/Sports/5_Sports_browser_params_9.json"", ""profile_tar"": ""data/20_50/sports_5_9"", ""Number_of_Browsers"": 1, ""Ad_Sites"": [""https://www.accuweather.com""], ""Persona_Name"": ""Sports.json"", ""bot_mitigation"": true, ""crawl_id"": 1, ""tp_cookies"": ""always"", ""browser"": ""firefox""}",2020-11-29 14:48:06
